name,repo_url,correct
"py-faster-rcnn has been deprecated. Please see Detectron, which includes an implementation of [Mask R-CNN](https://arxiv.org/abs/1703.06870).",https://github.com/UPCLJ/py-faster-rcnn,N
About,https://github.com/distrep/DMLT,N
"98,9 % Validation Accuracy - CarND-Traffic-Sign-Classifier-Project",https://github.com/autonomobil/SCDND-P2_Traffic-Sign-Classifier,N
Graphical Generative Adversarial Networks (Graphical-GAN),https://github.com/zhenxuan00/graphical-gan,Y
Ancestral Causal Inference (ACI):,https://github.com/caus-am/aci,Y
cs224w-project,https://github.com/kandluis/cs224w-project,Y
hello-srrc2016,https://github.com/ibalpowr/hello-srrc2016,N
Semi-Global Matching on the GPU,https://github.com/dhernandez0/sgm,Y
"This repository contains the Nux Processor developed during the Brain-i-Nets,",https://github.com/electronicvisions/nux,N
Data Distillation,https://github.com/linghu8812/Data_Distillation,Y
Summary,https://github.com/sunju/psv,N
Summarizing Radiology Reports using Neural Sequence to Sequence Learning,https://github.com/abhishekr7/Summarization-of-Radiological-Reports,Y
Rigid Batch Norm,https://github.com/bettersituation/rigid_batch_norm,Y
Image Super-Resolution Using Very Deep Residual Channel Attention Networks,https://github.com/yulunzhang/RCAN,Y
ELU-vs-ReLU-for-Image-Recognition,https://github.com/chuk-yong/ELU-vs-ReLU-for-Image-Recognition,Y
___�________ EyeBird (__ ____________ _�_____�____________),https://github.com/toseek01/eyebird,Y
Machine Learning for Neuroimaging with Scikit-Learning,https://github.com/AlexandreAbraham/frontiers2013,Y
YARS,https://github.com/kzahedi/YARS,Y
GPyTorch (Beta Release),https://github.com/jrg365/gpytorch,Y
RPNplus,https://github.com/huangshiyu13/RPNplus,Y
Self-Attention GAN,https://github.com/jugatsingh/self_attention_video,Y
An experiment in using data flow programs to create animations.,https://github.com/anhinga/fluid,Y
Yolo-v3 and Yolo-v2 for Windows and Linux,https://github.com/ShaharrHorn/Detection-Game-logic,Y
Unsupervised Learning for Parking Detection,https://github.com/KushajveerSingh/Unsupervised-Parking-Lot-Detection,Y
uni-dep-tb,https://github.com/ryanmcd/uni-dep-tb,Y
"PyTorch Image Models, etc",https://github.com/rwightman/pytorch-image-models,Y
SharpNet is an Open-source Deep Learning library written in C# 7.0.,https://github.com/FranckZibi/SharpNet,Y
README of the CIBB dataset.,https://github.com/sythello/CIBB-dataset,N
PCPM,https://github.com/rusiaaman/PCPM,Y
Speech-to-Text-WaveNet : End-to-end sentence level English speech recognition using DeepMind's WaveNet,https://github.com/adityaagrawal7/speech-to-text-wavenet,Y
Install the package using,https://github.com/MLSurvival/RegCox,N
NCRF++: An Open-source Neural Sequence Labeling Toolkit,https://github.com/jiesutd/NCRFpp,Y
EmotionNet2,https://github.com/co60ca/EmotionNet2,Y
Face Recognition Using Pytorch,https://github.com/timesler/facenet-pytorch,Y
Soft Dictionary enhanced NER model,https://github.com/lyutyuh/acl19_subtagger,Y
BERT,https://github.com/freedombenLiu/bert,Y
FairKidneyExchange,https://github.com/duncanmcelfresh/FairKidneyExchange,Y
Aesthetic-Driven Image Enhancement by Adversarial Learning,https://github.com/dannysdeng/EnhanceGAN,Y
Car color classification example with YOLOv3 object detector,https://github.com/spectrico/car-color-classifier-yolo3-python,Y
article-imagery,https://github.com/earth-genome/article-imagery,Y
Reproducible research : Python implementation of SparseHebbianLearning,https://github.com/bicv/SHL_scripts,Y
Tagger,https://github.com/XMUNLP/Tagger,Y
Advanced_ML,https://github.com/Lxrd-AJ/Advanced_ML,Y
Large Scale Detection through Adaptation,https://github.com/jhoffman/lsda,Y
Reject Option Project,https://github.com/rjgsousa/RejectOption,Y
___# Yolo-v3 and Yolo-v2 for Windows and Linux,https://github.com/asultan123/alexy_accel,N
Compares self-normalizing MLPs with regular MLPs.,https://github.com/keras-team/keras/blob/master/examples/reuters_mlp_relu_vs_selu.py,Y
CVST,https://github.com/tammok/CVST,Y
Tacotron 2 Explained,https://github.com/codetendolkar/tacotron-2-explained,Y
disparate-impact,https://github.com/ustunb/disparate-impact,Y
PyTorch Implementation of ResNet-preact,https://github.com/hysts/pytorch_resnet_preact,Y
style_transfer/monroe,https://github.com/caffe2/models/tree/master/style_transfer/monroe,Y
Kaldi Speech Recognition Toolkit,https://github.com/kaldi-asr/kaldi,Y
What,https://github.com/sai-dev/sai,N
OOBCurve,https://github.com/PhilippPro/OOBCurve,Y
#andrew ng machine learning old in python,https://github.com/Geeks-Sid/Information-on-deep-learning,N
xPACS,https://github.com/meghanathmacha/xPACS,Y
style_transfer/triangle2_b,https://github.com/caffe2/models/tree/master/style_transfer/triangle2_b,Y
Gen,https://github.com/probcomp/Gen,Y
Towards Principled Design of Deep Convolutional Networks: Introducing SimpNet,https://github.com/Coderx7/SimpNet,Y
wikiextractor,https://github.com/walid-shalaby/wikiextractor,Y
fastText,https://github.com/jen1995/fastText,Y
deep_coding_notes,https://github.com/bifeng/deep_coding_notes,Y
TextBoxes: A Fast Text Detector with a Single Deep Neural Network,https://github.com/MhLiao/TextBoxes,Y
Master of Data Science,https://github.com/jonnor/datascience-master,Y
Neural Message Passing for Quantum Chemistry,https://github.com/priba/nmp_qc,Y
Spectral Graph Convolutional Networks for Sequence Labelling in Keras,https://github.com/JHart96/keras_gcn_sequence_labelling,Y
"SHIELD: Fast, Practical Defense and Vaccination for Deep Learning using JPEG Compression",https://github.com/rickyHong/JPEG-Defense-repl,Y
SimpleRecurrentUnits-SRU-,https://github.com/suzhiba/SimpleRecurrentUnits-SRU-,Y
|Logo|,https://github.com/scikit-optimize/scikit-optimize,N
ACWGAN,https://github.com/jackyjsy/ACWGAN,Y
Video_Up_Scalers,https://github.com/VideoUpScaler/Video_Up_Scalers,Y
This is the source code for PBNF and the algorithms described in:,https://github.com/eaburns/pbnf,N
Deep Cascade of Convolutional Neural Networks and Convolutioanl Recurrent Nerual Networks for MR Image Reconstruction,https://github.com/js3611/Deep-MRI-Reconstruction,Y
example/ssd,https://github.com/apache/incubator-mxnet/tree/master/example/ssd,Y
Traveling Salesperson Problem,https://github.com/beckysag/traveling-salesman,Y
Wgan-GP_cats,https://github.com/spandan2/Wgan-GP_cats,Y
__�___,https://github.com/satan0314/object-5,Y
%%%%%%%%%%%%%%%%%%%%%%%%% LINCENSE %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%,https://github.com/gkirtzou/ksup_svm,N
COMBO,https://github.com/360er0/COMBO,Y
Trained image classification models for Keras,https://github.com/fchollet/deep-learning-models,Y
"This repository holds the code base supporting the article ""Fast genetic  algorithms"" by Benjamin Doerr, Huu Phuoc Le, R__gis Makhmara, and Ta Duy  Nguyen. The conference version of this work is accepted for publication in the proceedings of GECCO 2017. An extended version can be found on the ArXiV at https://arxiv.org/abs/1703.03334.",https://github.com/FastGA/fast-genetic-algorithms,N
Octave Convolution,https://github.com/braincreators/octconv,Y
Neural Question Generation,https://github.com/bloomsburyai/question-generation,Y
Citar - Trigram HMM part-of-speech tagger,https://github.com/danieldk/citar,Y
RL-Zoo,https://github.com/InSpaceAI/RL-Zoo,Y
amr-eager,https://github.com/mdtux89/amr-eager,Y
Chat Bot (Python),https://github.com/TDeepanshPandey/Chat_Bot,Y
RRPN: Radar Region Proposal Network for Sensor Fusion in Autonomous Vehicles,https://github.com/mrnabati/RRPN,Y
example/vae-gan,https://github.com/apache/incubator-mxnet/tree/master/example/vae-gan,Y
Generalising Random Forest Parameter Optimisation to Include Stability and Cost,https://github.com/liuchbryan/generalised_forest_tuning,Y
OptimBench,https://github.com/IoannisAntonoglou/optimBench,Y
Graph2Seq,https://github.com/IBM/Graph2Seq,Y
topic-ensemble,https://github.com/derekgreene/topic-ensemble,Y
Auto-Encoder Matching Model,https://github.com/lancopku/AMM,Y
DRIT,https://github.com/Bingwen-Hu/DRIT,Y
Age Progression/Regression by Conditional Adversarial Autoencoder (CAAE),https://github.com/ZZUTK/Face-Aging-CAAE,Y
"Extending the BiDAF Model with ""No Answer""",https://github.com/tikyau/bidaf-quick-test,Y
IBM Code Model Asset Exchange: ResNet-50 Image Classifier,https://github.com/IBM/MAX-ResNet-50,Y
3DMatch Toolbox,https://github.com/andyzeng/3dmatch-toolbox,Y
shared-info,https://github.com/Helsinki-NLP/shared-info,Y
Open Relational Extraction,https://github.com/shitian-taiger/relational-extraction,Y
MobileNet-V2 and IGCV3,https://github.com/xxradon/IGCV3-pytorch,Y
Generative Adversarial Networks,https://github.com/tensorpack/tensorpack/tree/master/examples/GAN,Y
PyTorch-Encoding,https://github.com/CWanli/myencoding,Y
MapReduce Nonnegative Matrix Factorizations of near-separable tall-and-skinny matrices (MRNMF).,https://github.com/arbenson/mrnmf,Y
Kylo - The FAQ Bot,https://github.com/avinassh/kylo,Y
CurveLRR,https://github.com/sjtrny/curveLRR,Y
Augmentation,https://github.com/HazyResearch/augmentation_code,Y
The repository contains some python scripts for training and inferring test document vectors using paragraph vectors or doc2vec.,https://github.com/jhlau/doc2vec,N
cs101-project5,https://github.com/cosmicomic/cs101-project5,Y
monodepth,https://github.com/mrharicot/monodepth,Y
TFGAN Examples,https://github.com/tensorflow/models/tree/master/research/gan,Y
NLP-Beginner______________�__________________,https://github.com/gitzgk/nlp-beginner,Y
PointNet++: *Deep Hierarchical Feature Learning on Point Sets in a Metric Space*,https://github.com/brbzjl/pointnet2,Y
Single Shot Text Detector with Regional Attention,https://github.com/BestSonny/SSTD,Y
Tensorflow F__vrier,https://github.com/maxpastor/tensorflow-fevrier,Y
"Hello,",https://github.com/sebastian-hofstaetter/neural-ranking-drmm,N
bartMachine,https://github.com/kapelner/bartMachine,Y
PELESent,https://github.com/edilsonacjr/pelesent,Y
tf-faster-rcnn,https://github.com/xinpingwang/tf-faster-rcnn,Y
Implementation of a CNN model to classify/predict punctuation for sentences,https://github.com/LeoTSH/cnn_text_puncutation_classification,Y
CNMeM Library,https://github.com/NVIDIA/cnmem,Y
Real-time-FaceRecognition,https://github.com/yehengchen/FaceNet-FaceRecognition,Y
Hack-Aubg-2018,https://github.com/eftPavel/Hack-Aubg-2018,Y
"PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume",https://github.com/yanqi1811/PWC-Net,Y
Partial implemention of Pointnet and Pointnet++ written in PyTorch.,https://github.com/ftdlyc/pointnet_pytorch,Y
68 keypoint annotations for COFW test data,https://github.com/golnazghiasi/cofw68-benchmark,Y
BMC,https://github.com/demotu/BMC,Y
Cause Effect Pairs Challenge FirfiD Submission,https://github.com/ssamot/causality,Y
vid2depth,https://github.com/tensorflow/models/tree/master/research/vid2depth,Y
pix2pixHD,https://github.com/NVIDIA/pix2pixHD,Y
gandalf,https://github.com/neurob/gandalf_detector,Y
The Implicit Bias of Gradient Descent on Separable Data,https://github.com/paper-submissions/MaxMargin,Y
Engineering Lab Facial Recognition,https://github.com/StPauls-Computer-Science/ng-lab-face-recognition,Y
Description,https://github.com/julianser/hed-dlg-truncated,N
CPA,https://github.com/gotazu/CPA,Y
About,https://github.com/wjaskowski/mastering-2048,N
core-stories,https://github.com/andyreagan/core-stories,Y
Self-Attention GAN,https://github.com/ladadidadida/Self-Attention-GAN,Y
Tiramisu,https://github.com/dariogarcia/tiramisu,Y
lstm_model_py,https://github.com/hikaruya8/lstm_model_py,Y
DrQA,https://github.com/facebookresearch/DrQA,Y
Meta-Learning with Differentiable Convex Optimization,https://github.com/kjunelee/MetaOptNet,Y
InterpNet,https://github.com/sbarratt/interpnet,Y
A port of SSD: Single Shot MultiBox Detector to [Keras](https://keras.io) framework.,https://github.com/Taikono-Himazin/SSD,N
Stacked Hourglass model : TensorFlow implementation,https://github.com/wbenbihi/hourglasstensorlfow,Y
Cloud TPUs,https://github.com/serre-lab/gala_tpu,Y
QANet in keras,https://github.com/ewrfcas/QANet_keras,Y
Overview,https://github.com/swasun/VQ-VAE-Speech,N
Merging and Evolution: Improving Convolutional Neural Networks for Mobile Application,https://github.com/clavichord93/MENet,Y
ESRGAN-TensorFlow,https://github.com/itsuki8914/ESRGAN-TensorFlow,Y
"Script for the Robust Ensemble of SVMs (RESVM) method. For algorithm details,",https://github.com/claesenm/resvm,N
MultiPath Network training code,https://github.com/facebookresearch/multipathnet,Y
Generating Images with Recurrent Adversarial Networks,https://github.com/jiwoongim/GRAN,Y
___# Yolo-v3 and Yolo-v2 for Windows and Linux,https://github.com/AtlasCoCo/Darknet,N
CoordConv,https://github.com/uber-research/coordconv,Y
"MNIST reconstruction using Convnet, Neuralnet and CapsuleNets",https://github.com/mshaikh2/GANs_Comparison,Y
Adding Loss-Sensitive DCGAN,https://github.com/houze-liu/vanilla-wasserstein-loss-sensitive-dcgan_gradient_penalty,Y
Deep Reinforcement Learning with Human Checkpoint Replay,https://github.com/ionelhosu/atari-human-checkpoint-replay,Y
Residual Dense Network in Tensorflow,https://github.com/keerthan2/RDN-Tensorflow,Y
ResNet,https://github.com/Stick-To/ResNet-tensorflow,Y
LiteFlowNet,https://github.com/twhui/LiteFlowNet,Y
Peripersonal Space,https://github.com/robotology/peripersonal-space,Y
HotelReviews_SentimentAnalysis,https://github.com/floraxinru/NLP_HotelReviews,Y
AGB,https://github.com/lrouviere/AGB,Y
Implementation similar to Unpaired Image-to-Image translation,https://github.com/mehdidc/any2any,Y
Repositorio de pruebas en ML y DL para clasificaci__n de texto,https://github.com/ManuelVs/NNForTextClassification,Y
Neural Network Implementations,https://github.com/secretlyvogon/IndRNNTF,Y
Speech-to-Text-WaveNet2 : End-to-end sentence level English speech recognition using DeepMind's WaveNet,https://github.com/kingstarcraft/speech-to-text-wavenet2,Y
"Infrared small target and background separation via column-wise weighted robust principal component analysis, Y Dai, Y Wu, Y Song - Infrared Physics & Technology, 2016",https://github.com/YimianDai/DENTIST,Y
Network structure,https://github.com/eremo2002/Keras-ResNet,N
FATML2017,https://github.com/petelan/FATML2017,Y
HydraPlus-Net: Attentive Deep Features for Pedestrian Analysis,https://github.com/xh-liu/HydraPlus-Net,Y
COLORGAN,https://github.com/ccyyatnet/COLORGAN,Y
CoordConv - Implementation,https://github.com/piyush2896/CoordConv-Implementation,Y
tf-faster-rcnn,https://github.com/neuqgz/modify-faster-rcnn-tf,Y
pysc2-study,https://github.com/haroldmei/pysc2-study,Y
deepBoF,https://github.com/juhannam/deepbof,Y
*R-FCN*: Object Detection via Region-based Fully Convolutional Networks,https://github.com/daijifeng001/r-fcn,N
Systematic Study of Color Spaces and Components for the Segmentation of Sky/Cloud Images,https://github.com/Soumyabrata/color-channels,Y
EBGAN,https://github.com/buriburisuri/ebgan,Y
Getting started,https://github.com/mblum/libgp,N
"Adapting code for sentiment analysis of twitter to analysis of claims in the scientific literature. This is for descriptive and analytical purposes, with no prescriptive intent.",https://github.com/williamgunn/SciSentiment,N
Character-Region-Awareness-for-Text-Detection-,https://github.com/guruL/Character-Region-Awareness-for-Text-Detection-,Y
CrazyAra - Deep Learning for Crazyhouse,https://github.com/QueensGambit/CrazyAra,Y
openalpr,https://github.com/openalpr/openalpr,Y
CartoonGAN-TensorFlow2,https://github.com/mnicnc404/CartoonGan-tensorflow,Y
The Transformer in PyTorch,https://github.com/threelittlemonkeys/transformer-pytorch,Y
PS-Dataset,https://github.com/rmitra/PS-Dataset,Y
Authors: Sanjay Ghemawat (sanjay@google.com) and Jeff Dean (jeff@google.com),https://github.com/google/leveldb,N
About Deep Domain Adaptation Networks (ddan),https://github.com/erlendd/ddan,Y
A toolbox for predicting clinical outcome of Alzheimer_�_s Diseases.,https://github.com/zyy123jy/kdd,Y
Multipath RefineNet,https://github.com/guosheng/refinenet,Y
Description,https://github.com/ShashankMasade/major-project,N
Sentence Training,https://github.com/yu239/sentence-training,Y
TensorFlow-classifiers,https://github.com/XinlueLiu/TensorFlow-classifiers,Y
WassNet,https://github.com/Cody2333/WassNet,Y
tf-faster-rcnn is deprecated:,https://github.com/lucs-C/tf-faster-rcnn-master,N
GANCS,https://github.com/gongenhao/GANCS,Y
CycleGAN-TensorFlow,https://github.com/beginner1997/Newc,Y
Scanner is a system for developing applications that efficiently process large video datasets.,https://github.com/scanner-research/scanner,Y
CarParkingDetection_Contest,https://github.com/tejasmagia/CarParkingDetection_Contest,Y
"pytorch Implementation of U-Net, R2U-Net, Attention U-Net, Attention R2U-Net",https://github.com/LeeJunHyun/Image_Segmentation,Y
SimpleNLG,https://github.com/simplenlg/simplenlg,Y
deep-autoencoder,https://github.com/varennes/deep-autoencoder,Y
Deformable Convolutional Networks,https://github.com/stupidZZ/pyc_repo,Y
RankMap Project.,https://github.com/azalia/RankMap,Y
vesicle,https://github.com/neurodata/vesicle,Y
Single-Shot Refinement Neural Network for Object Detection,https://github.com/laycoding/renlianjiance,Y
Impulse response estimation,https://github.com/carl-andersson/impest,Y
MobileNetV2 Quantized,https://github.com/caffe2/models/tree/master/mobilenet_v2_quantized,Y
QA4IE,https://github.com/SJTU-lqiu/QA4IE,Y
