repo_url,name,type,type2,type3
https://github.com/mravanelli/pytorch-kaldi,The PyTorch-Kaldi Speech Recognition Toolkit,sota,na,na
https://github.com/lim0606/caffe-googlenet-bn,caffe-googlenet-bn,arxiv,na,na
https://github.com/roimehrez/DDIS,Template Matching with Deformable Diversity Similarity,arxiv,na,na
https://github.com/steverab/tensor-gmm,tensor-gmm,arxiv,na,na
https://github.com/tensorflow/models/tree/master/research/textsum,Sequence-to-Sequence with Attention Model for Text Summarization.,na,model-zoo,na
https://github.com/strawberryfg/c2f-3dhm-human-caffe,c2f-3dhm-human-caffe,sota,na,na
https://github.com/wlin12/JNN,JNN (Java Neural Network Toolkit) - 2015-09-10,sota,na,na
https://github.com/pbashivan/EEGLearn,EEGLearn,arxiv,na,na
https://github.com/MarcusOlivecrona/REINVENT,REINVENT,arxiv,na,na
https://github.com/DanishShah/DeepDiagnosis,Deep Diagnosis,arxiv,na,na
https://github.com/zeux/pugixml,"pugixml is a C++ XML processing library, which consists of a DOM-like interface with rich traversal/modification",arxiv,na,na
https://github.com/Ereebay/Deep-Learning-Documents,Documents for CV group,sota,na,na
https://github.com/zym1119/MobileNetV2_pytorch_cifar,MobileNetV2_pytorch_cifar,sota,na,na
https://github.com/RuiShu/dirt-t,DIRT-T,arxiv,na,na
https://github.com/wy1iu/LargeMargin_Softmax_Loss,Large-Margin Softmax Loss for Convolutional Neural Networks,arxiv,na,na
https://github.com/yanqi1811/self-attention,Self-Attention GAN,sota,na,na
https://github.com/labdac/charlacompling,Charla de Computación Lingüística,sota,na,na
https://github.com/jaydchan/tawny-karyotype,tawny-karyotype,arxiv,na,na
https://github.com/thangbui/streaming_sparse_gp,Streaming sparse Gaussian process approximations,arxiv,na,na
https://github.com/cmackenziek/tsfl,tsfl,arxiv,na,na
https://github.com/evvyy/fine_tuning_VGG16,fine_tuning_VGG16,sota,na,na
https://github.com/Bunseki2/DeepL,DeepLearning,sota,na,na
https://github.com/ucsd-ml-arts/ml-art-final-justin-law,Final Project,sota,na,na
https://github.com/CarstenIsert/DeepBurn,DeepBurn,sota,na,na
https://github.com/haitaozhao/Neural-Component-Analysis,﻿﻿﻿﻿﻿﻿﻿,arxiv,na,na
https://github.com/mikevoets/jama16-retina-replication,English - 中文,arxiv,na,na
https://github.com/sprenkle/VectorCards,VectorCards,sota,na,na
https://github.com/kunj17/keras-quora-question-pair,keras-quora-question-pairs,sota,na,na
https://github.com/ionelhosu/atari-human-checkpoint-replay,Deep Reinforcement Learning with Human Checkpoint Replay,arxiv,na,na
https://github.com/mrottmann/DeepBASS,DeepBASS: Deep Bayesian Active Semi-Supervised Learning,arxiv,na,na
https://github.com/mrash/afl-cve,afl-cve,arxiv,na,na
https://github.com/eske/multivec,MultiVec,arxiv,na,na
https://github.com/afzalahmad0203/tf_shufflenet,Shufflenet Tensorflow,sota,na,na
https://github.com/hzwer/NIPS2017-LearningToRun,NIPS2017-LearningToRun,arxiv,na,na
https://github.com/zhongyunuestc/bert_multitask,BERT,sota,na,na
https://github.com/af-ai-center/bert,BERT,sota,na,na
https://github.com/cvangysel/cuNVSM,cuNVSM,arxiv,na,na
https://github.com/abel-leulseged/Quick-Draw,Quick-Draw,sota,na,na
https://github.com/kazizzad/Bootstrap-DQN,Bootstrap-DQN,arxiv,na,na
https://github.com/JUrban/BliStr,"This is BliStr 0.1, a system for automated development of new E prover",arxiv,na,na
https://github.com/yjxiong/caffe,Action Recognition with Deep Learning,arxiv,na,na
https://github.com/pransen/faster_rcnn,faster_rcnn,sota,na,na
https://github.com/qq345736500/sarcasm,Sarcasm-Detection    it's fault,sota,na,na
https://github.com/acetylSv/rhythmic-flexible-vc-arch,Rhythm-flexible Voice Conversion Without Parallel Data Using Cycle-GAN over Phoneme Posteriorgram Sequences,sota,na,na
https://github.com/jooyounghun/Separable-CNN,Python to C++ Project on Separable-CNN in MobileNets Paper.,sota,na,na
https://github.com/siavashbigdeli/DMSP,Caffe and MatCovNet implementations (see DMSP-tensorflow for TensorFlow implementation),sota,na,na
https://github.com/norouzi/ckmeans,Cartesian k-means,arxiv,na,na
https://github.com/keowang/dynamic-program-embedding,dynamic-program-embedding,arxiv,na,na
https://github.com/Britefury/self-ensemble-visual-domain-adapt,Self-ensembling for visual domain adaptation (small images),arxiv,na,na
https://github.com/SSusantAchary/FaceDetection-counting-using-MTCNN,MTCNN-TensorFlow - Joint Face Detection and Alignment using Multi-task Cascaded Convolutional Networks based Counting,sota,na,na
https://github.com/sunqiangxtcsun/faster-rcnn,"py-faster-rcnn has been deprecated. Please see Detectron, which includes an implementation of [Mask R-CNN](https://arxiv.org/abs/1703.06870).",sota,na,na
https://github.com/fcakir/mihash,Hashing with Mutual Information,arxiv,na,na
https://github.com/DrSleep/refinenet-pytorch,RefineNet (in PyTorch),sota,na,na
https://github.com/km1414/CNN-models,CNN-models,sota,na,na
https://github.com/wujian16/Cornell-MOE,What is Cornell-MOE?,arxiv,na,na
https://github.com/emaasit/long-range-extrapolation,Capturing Structure Implicitly from Time-Series having Limited Data,arxiv,na,na
https://github.com/DCYN/Ramdomized-Clinical-Trail-Classification,Ramdomized-Clinical-Trail-Classification,sota,na,na
https://github.com/ChrisHuie/DataScienceInfusionsoft,Phoenix Data Science Community at Infusionsoft,sota,na,na
https://github.com/exekudos/se-resnet,se-resnet,sota,na,na
https://github.com/Johnnylyu/Text-Mining-and-Classification-for-Attain,Workforce Analytics with Machine Learning-for-Attain,sota,na,na
https://github.com/lrank/Robust-Representation,Robust-Representation,arxiv,na,na
https://github.com/tensorflow/models/tree/master/research/tcn,Time Contrastive Networks,na,model-zoo,na
https://github.com/eric-erki/yolov3,Yolo-v3 and Yolo-v2 for Windows and Linux,sota,na,na
https://github.com/facebookresearch/adversarial_image_defenses,Countering Adversarial Images Using Input Transformations,sota,na,na
https://github.com/awslabs/sockeye,Sockeye,arxiv,na,na
https://github.com/yiwenguo/Dynamic-Network-Surgery,Dynamic network surgery,arxiv,na,na
https://github.com/jrg365/gpytorch,GPyTorch (Beta Release),arxiv,na,na
https://github.com/albietz/stochs,stochs - fast stochastic solvers for machine learning,arxiv,na,na
https://github.com/ermongroup/bgm,Boosted Generative Models,arxiv,na,na
https://github.com/jiahuei/COMIC-Towards-A-Compact-Image-Captioning-Model-with-Attention,COMIC: Towards a Compact Image Captioning Model with Attention,sota,na,na
https://github.com/benedekrozemberczki/AttentionWalk,Attention Walk !GitHub stars ![GitHub forks](https://img.shields.io/github/forks/benedekrozemberczki/AttentionWalk.svg?color=blue&style=plastic) ![License](https://img.shields.io/github/license/benedekrozemberczki/AttentionWalk.svg?color=blue&style=plastic),sota,na,na
https://github.com/explosion/spaCy,spaCy,arxiv,na,na
https://github.com/anzhao0503/group-normalization.pytorch,group-normalization.pytorch,sota,na,na
https://github.com/dannysdeng/EnhanceGAN,Aesthetic-Driven Image Enhancement by Adversarial Learning,sota,na,na
https://github.com/luanshiyinyang/VGGNet,VGGNet,sota,na,na
https://github.com/jerryljq/ActionRecognition,Action Recognition,sota,na,na
https://github.com/dl-nlp/dl-nlp.github.io,Sie erreichen Dozent und Tutor unter profilmodul1819 (at) cis (dot) lmu (dot) de,sota,na,na
https://github.com/Luckick/EAGCN,EAGCN,arxiv,na,na
https://github.com/Baichenjia/NMT-eager,基于Attention机制的机器翻译,sota,na,na
https://github.com/cboydNYC/Speech2Face,Speech2Face,sota,na,na
https://github.com/talhanai/asru2017-method,asru2017-method,arxiv,na,na
https://github.com/taki0112/SPADE-Tensorflow,Semantic Image Synthesis with SPADE (GauGAN) - Tensorflow,sota,na,na
https://github.com/zej-luffy/deeplab-public-ver2,DeepLab v2,sota,na,na
https://github.com/sanghoon/pva-faster-rcnn,PVANet: Lightweight Deep Neural Networks for Real-time Object Detection,arxiv,na,na
https://github.com/gustavla/fractalnet,FractalNet,arxiv,na,na
https://github.com/scottyih/STAGG,STAGG-Files,arxiv,na,na
https://github.com/victimsnino/pose-simple-baselines-demo.pytorch,Demo of Simple Baselines for Human Pose Estimation and Tracking,sota,na,na
https://github.com/semal/bert,BERT,sota,na,na
https://github.com/kirilcvetkov92/Vehicle-Detection,Writeup Template,sota,na,na
https://github.com/epwalsh/pytorch-crf,pytorch-crf,sota,na,na
https://github.com/rickyHong/Random-erasing-Data-Augumentation-repl,Random Erasing Data Augmentation,sota,na,na
https://github.com/cbfinn/maml,Model-Agnostic Meta-Learning,arxiv,na,na
https://github.com/amirassov/kaggle-imaterialist,The First Place Solution of iMaterialist (Fashion) 2019,sota,na,na
https://github.com/kwotsin/TensorFlow-ENet,TensorFlow-ENet,sota,na,na
https://github.com/pawni/BayesByHypernet,Implicit Weight Uncertainty in Neural Networks,arxiv,na,na
https://github.com/spinningbytes/deep-mlsa,deep-mlsa,arxiv,na,na
https://github.com/leopiney/deep-forest,Introduction,arxiv,na,na
https://github.com/schizop/SA,Parameter-Free Spatial Attention Network for Person Re-Identification,sota,na,na
https://github.com/XifengGuo/CapsNet-Keras,CapsNet-Keras,arxiv,na,na
https://github.com/xpqiu/fnlp,FudanNLP (FNLP),arxiv,na,na
https://github.com/caffe2/models/tree/master/resnet50,resnet50,na,model-zoo,na
https://github.com/yeonwoo90/style-gan,style-gan,sota,na,na
https://github.com/mks0601/TF-SimpleHumanPose,Simple Baselines for Human Pose Estimation and Tracking,sota,na,na
https://github.com/salesforce/pytorch-qrnn,Quasi-Recurrent Neural Network (QRNN) for PyTorch,sota,na,na
https://github.com/caffe2/models/tree/master/style_transfer/page,style_transfer/page,na,model-zoo,na
https://github.com/huanzhang12/CertifiedReLURobustness,Neural Network Robustness Certification,arxiv,na,na
https://github.com/aaronfriedman6/MV3D_VoxelNet,Towards Better Point Cloud Feature Encoding in Multi-Input Neural Networks for Autonomous Driving Object Detection,sota,na,na
https://github.com/rizar/attention-lvcsr,Attention-based Speech Recognizer,arxiv,na,na
https://github.com/sunke123/FW-Net,FW-Net,arxiv,na,na
https://github.com/mawright/attn_rl,attn\_rl,sota,na,na
https://github.com/fultonms/drivedata,"DriveData is a data collection application intended for use in cars (and potentially other vehicles).  The purpose of DriveData is to produce logs of timestamped images from the rear camera, synchronized with location fixes (including at least long/lat, bearing), and instantaneous accelerations around all three axes.",arxiv,na,na
https://github.com/fastai/courses,Practical Deep Learning for Coders (fast.ai courses),arxiv,na,na
https://github.com/torch/nngraph,Neural Network Graph Package,arxiv,na,na
https://github.com/Zebreu/ConvolutionalEmotion,UPDATE,arxiv,na,na
https://github.com/eclique/keras-gradcam,keras-gradcam,sota,na,na
https://github.com/Svobikl/cz_corpus,cz_corpus,arxiv,na,na
https://github.com/asutera/kaggle-connectomics,Kaggle Connectomics,arxiv,na,na
https://github.com/pedrormjunior/ssvm-results,ssvm-results,arxiv,na,na
https://github.com/RezaSadeghiWSU/Early-Hospital-Mortality-Prediction-using-Vital-Signals,Early-Hospital-Mortality-Prediction-using-Vital-Signals,sota,na,na
https://github.com/waynezhanghk/gacluster,GACluster -- Graph Agglomerative Clustering Library,sota,na,na
https://github.com/ivanlanin/kateglo,Kateglo,arxiv,na,na
https://github.com/qq330488563/TEST,"fast-rcnn has been deprecated. Please see Detectron, which includes an implementation of [Mask R-CNN](https://arxiv.org/abs/1703.06870).",sota,na,na
https://github.com/chrisseiler96/bert-client-server-tests,BERT,sota,na,na
https://github.com/ebouteillon/freesound-audio-tagging-2019,Kaggle Freesound Audio Tagging 2019 Competition,sota,na,na
https://github.com/PaulGitt/ShuffleNetV2-tensorflow,ShuffleNetV2-tensorflow,sota,na,na
https://github.com/swasun/VQ-VAE-images,"PyTorch implementation of VQ-VAE by [van den Oord et al., 2017] applied to CIFAR10 dataset by [Alex Krizhevsky, 2009] using classes, inspired from the code of [zalandoresearch/pytorch-vq-vae] and [deepmind/sonnet].",sota,na,na
https://github.com/SJHNJU/Gated_PixelCNN,Gated_PixelCNN,sota,na,na
https://github.com/barisozmen/deepaugment,DeepAugment,sota,na,na
https://github.com/ardapekis/pixel-rnn,pixel-rnn,sota,na,na
https://github.com/ternaus/angiodysplasia-segmentation,MICCAI 2017 Endoscopic Vision Challenge Angiodysplasia Detection and Localization,sota,na,na
https://github.com/jingli9111/GORU-tensorflow,GORU-tensorflow,sota,na,na
https://github.com/RomanFoell/DRGP-VSS,DRGP-(V)SS(-IP-1/2),arxiv,na,na
https://github.com/rai-project/dlframework,DLFramework,sota,na,na
https://github.com/Stick-To/YOLO-TF,YOLO-TF,sota,na,na
https://github.com/1512159/tf-faster-rcnn-medico,tf-faster-rcnn is deprecated:,sota,na,na
https://github.com/gongenhao/GANCS,GANCS,sota,na,na
https://github.com/ZJULearning/graph_level_drug_discovery,Learning Graph-Level Representation for Drug Discovery,sota,na,na
https://github.com/goessling/lbarn,LBARN: LogitBoost Autoregressive Network,arxiv,na,na
https://github.com/zhaoweicai/mscnn,A Unified Multi-scale Deep Convolutional Neural Network for Fast Object Detection,sota,na,na
https://github.com/siemens/industrialbenchmark,Industrial Benchmark,arxiv,na,na
https://github.com/geraltofrivia/match-lstm-ptr-network,match-lstm-ptr-network,sota,na,na
https://github.com/gitzgk/nlp-beginner,NLP-Beginner：自然语言处理入门练习,sota,na,na
https://github.com/avanetten/yolt,YOLT,sota,na,na
https://github.com/saravkin/IPsolve,IPsolve,arxiv,na,na
https://github.com/implus/SKNet,SKNet: Selective Kernel Networks (paper),sota,na,na
https://github.com/BenjiKCF/SNN-with-embeddings-for-Malware-Prediction,SNN-with-embeddings-for-Malware-Prediction,sota,na,na
https://github.com/TorontoDeepLearning/convnet,Welcome to ConvNet.,arxiv,na,na
https://github.com/ermongroup/flow-gan,Flow-GAN: Combining Maximum Likelihood and Adversarial Learning in Generative Models,arxiv,na,na
https://github.com/pnnl/safekit,sphinx-quickstart on Thu Jan  5 17:42:22 2017.,arxiv,na,na
https://github.com/kobiso/CBAM-tensorflow,CBAM-TensorFlow,sota,na,na
https://github.com/Candice-X/w-net-for-image-segmentation,W-net: Self-Supervised Learning of Depthmap from Stereo Images.,sota,na,na
https://github.com/llSourcell/SQL_Database_Optimization,SQLNet,sota,na,na
https://github.com/heuritech/convnets-keras,convnets-keras,arxiv,na,na
https://github.com/hysts/pytorch_resnet_preact,PyTorch Implementation of ResNet-preact,sota,na,na
https://github.com/xingyizhou/ExtremeNet,ExtremeNet: Training and Evaluation Code,sota,na,na
https://github.com/ShuvenduBikash/transformer_spelling_corrector,Attention is all you need: A Pytorch Implementation,sota,na,na
https://github.com/saalfeldlab/bigwarp,bigwarp,arxiv,na,na
https://github.com/attapol/conll16st,Official Github Repo for CoNLL 2016 Shared Task,arxiv,na,na
https://github.com/PhanXuanDuc/Facenet_Webcam,This code helps in facial recognition using facenets (https://arxiv.org/pdf/1503.03832.pdf). The concept of facenets was originally presented in a research paper.,sota,na,na
https://github.com/mitmul/deeppose,DeepPose,arxiv,na,na
https://github.com/MhLiao/TextBoxes,TextBoxes: A Fast Text Detector with a Single Deep Neural Network,arxiv,na,na
https://github.com/zomux/neuralcompressor,nncompress: Implementations of Embedding Quantization (Compress Word Embeddings),sota,na,na
https://github.com/ankurhanda/gvnn,Link to the paper gvnn,arxiv,na,na
https://github.com/hszhao/ICNet,ICNet for Real-Time Semantic Segmentation on High-Resolution Images,arxiv,na,na
https://github.com/udacity/self-driving-car-sim,Welcome to Udacity's Self-Driving Car Simulator,arxiv,na,na
https://github.com/artemyk/chordsentiment,This is code to perform the analysis and generate the plots used in,arxiv,na,na
https://github.com/littleflow3r/Sequence_to_sequence_learning_with_NN,Machine_Translation_Seq2Seq,sota,na,na
https://github.com/svikramank/pix2pix,pix2pix,sota,na,na
https://github.com/YimianDai/DENTIST,"Infrared small target and background separation via column-wise weighted robust principal component analysis, Y Dai, Y Wu, Y Song - Infrared Physics & Technology, 2016",arxiv,na,na
https://github.com/chengyangfu/retinamask,RetinaMask,sota,na,na
https://github.com/romik9999/fasttext-1925f09ed3,Table of contents,sota,na,na
https://github.com/Cadmium-CD/socFinal,Yolo-v3 and Yolo-v2 for Windows and Linux,sota,na,na
https://github.com/kamruleee51/Understanding-of-semantic-segmentation-using-CNN,Recommendation for understanding of semantic segmentation using CNN,sota,na,na
https://github.com/clMathLibraries/clBLAS,Build Status,arxiv,na,na
https://github.com/epapagia/Datasets-Keyphrase-Extraction,Datasets-Keyphrase-Extraction,arxiv,na,na
https://github.com/tensorflow/models/tree/master/research/brain_coder,Brain Coder,na,model-zoo,na
https://github.com/estelabalboa/Proyecto_Final_Pilates,Objetivo del proyecto,sota,na,na
https://github.com/raghakot/keras-vis,Keras Visualization Toolkit,arxiv,na,na
https://github.com/andreasveit/densenet-pytorch,A PyTorch Implementation for Densely Connected Convolutional Networks (DenseNets),arxiv,na,na
https://github.com/DanielJabbour/StyleTransfer,StyleTransfer,sota,na,na
https://github.com/cydonia999/Tiny_Faces_in_Tensorflow,Tiny Face Detector in TensorFlow,sota,na,na
https://github.com/QiXuanWang/LearningFromTheBest,LearningFromTheBest,sota,na,na
https://github.com/potassco/anthem,> Translate answer set programs to first-order theorem prover language,arxiv,na,na
https://github.com/henriquem87/structured-graph-tracker,Structural Graph Tracker,arxiv,na,na
https://github.com/mayankagarwal44442/Object-Detection-and-localization,Object-Detection-and-localization,sota,na,na
https://github.com/vikasnar/Bleu,Bleu,arxiv,na,na
https://github.com/fuadkhairi/darknet_yolo_train,﻿# Yolo-v3 and Yolo-v2 for Windows and Linux,sota,na,na
https://github.com/fofore/yolov3-pyroch,Demo程序使用步骤,sota,na,na
https://github.com/li-yibing/oceannet,Yolo-v3 and Yolo-v2 for Windows and Linux,sota,na,na
https://github.com/peteanderson80/Matterport3DSimulator,Matterport3D Simulator,arxiv,na,na
https://github.com/gnebehay/CppMT,Introduction,arxiv,na,na
https://github.com/jzbontar/mc-cnn,Stereo Matching by Training a Convolutional Neural Network to Compare Image Patches,arxiv,na,na
https://github.com/apache/incubator-mxnet/tree/master/example/nce-loss,example/nce-loss,na,model-zoo,na
https://github.com/fangchangma/sparse-to-dense,Sparse-to-Dense,arxiv,na,na
https://github.com/resonance20/segmenter,#The Semantic Segmentation Project,sota,na,na
https://github.com/godisboy/DRPAN,DRPAN: Discriminative Region Proposal Adversarial Network for High-Quality Image-to-Image Translation,arxiv,na,na
https://github.com/feifengwhu/question_attention,Attention on Attention:  Architectures for Visual Question Answering (VQA),sota,na,na
https://github.com/pmallari/Emotion_Recognition,Emotion Recognition,sota,na,na
https://github.com/BardOfCodes/pytorch_deeplab_large_fov,Pytorch Deeplab Large-FOV,sota,na,na
https://github.com/eaplatanios/makina,Makina Library,arxiv,na,na
https://github.com/vidalthi/HGS-CARP,HGS-CARP,arxiv,na,na
https://github.com/yuruntian/L2-Net,L2-Net: Deep Learning of Discriminative Patch Descriptor in Euclidean Space,arxiv,na,na
https://github.com/benedekrozemberczki/GAM,GAM !GitHub stars ![GitHub forks](https://img.shields.io/github/forks/benedekrozemberczki/GAM.svg?color=blue&style=plastic) ![License](https://img.shields.io/github/license/benedekrozemberczki/GAM.svg?color=blue&style=plastic),sota,na,na
https://github.com/Xilinx/BNN-PYNQ,BNN-PYNQ PIP INSTALL Package,arxiv,na,na
https://github.com/Berndinio/ORIU,ORIU,sota,na,na
https://github.com/OpenIotOrg/openiot,OpenIoT - The Open Source Internet of Things,arxiv,na,na
https://github.com/kuz/DeepMind-Atari-Deep-Q-Learner,DeepMind Atari Deep Q Learner,arxiv,na,na
https://github.com/fzenke/ssbm,SSBM: Supervised learning in Spiking neural networks BenchMark suite,arxiv,na,na
https://github.com/keras-team/keras/blob/master/examples/cifar10_cnn.py,#Train a simple deep CNN on the CIFAR10 small images dataset.,na,model-zoo,na
https://github.com/google/goldfinch,Goldfinch: GOogLe image-search Dataset for FINe grained CHallenges,arxiv,na,na
https://github.com/sudhirk999/ResearchPapersLinks,ResearchPapersLinks,sota,na,na
https://github.com/NVlabs/stylegan,StyleGAN &mdash; Official TensorFlow Implementation,sota,na,na
https://github.com/goldenbili/Bert_Test2,BERT,sota,na,na
https://github.com/tensorflow/models/tree/master/research/morph_net,MorphNet project has moved to https://github.com/google-research/morph-net.,na,model-zoo,na
https://github.com/ajinkyakhoche/Object-Detection-Project,Object-Detection-Project,sota,na,na
https://github.com/akar5h/Image-Recognition-with-CNN-and-Transfer-Learning-ResNet101,"The given folder contains implementation of Transfer Learning Networks and Model like VGG16, ResNet50, ResNet101 in Keras/Tensorflow for image recognition tasks . These models were originally developed for ImageNet  Image Recognition challenges, they specialise in image recognition tasks ,and are known called ?Convolutional Neural Networks? ,  Convolutional Neural Networks can learn extremely complex mapping functions when trained on enough data., these models are can be understood as deep neural networks that recognises finer details at initial layers and deeper details and relations at later layers . They are based on Convolutional Neural Networks .Basically the training of a CNN involves, finding of the right values on each of the filters so that an input image when passed through the multiple layers, activates certain neurons of the last layer so as to predict the correct class. Though training a CNN from scratch is possible for small projects, most applications require the training of very deep CNN’s takes huge amount of data processing and computational power. That’s where ?transfer learning? comes into play. In transfer learning, we take the pre-trained weights of an already trained model(one that has been trained on millions of images belonging to 1000’s of classes, on several high power GPU’s for several days) and use these already learned features to predict new classes.",sota,na,na
https://github.com/hawk31/pyGPGO,pyGPGO: Bayesian Optimization for Python,arxiv,na,na
https://github.com/johnsonkee/graduate_design,CleverHans (latest release: v3.0.1),sota,na,na
https://github.com/peteanderson80/bottom-up-attention,bottom-up-attention,sota,na,na
https://github.com/VincentYing/Attention-on-Attention-for-VQA,Attention on Attention:  Architectures for Visual Question Answering (VQA),sota,na,na
https://github.com/fchollet/keras,﻿# Keras: Deep Learning for humans,arxiv,na,na
https://github.com/iyybpatrick/MKCF,Algorithm MKCF,arxiv,na,na
https://github.com/brandontrabucco/up_down_rnn_cell,up_down_rnn_cell,sota,na,na
https://github.com/KrishnaTarun/Deep-Learning-Lab,Deep-Learning-Lab,sota,na,na
https://github.com/ddddwee1/Octave-Convolution,Octave Convolution,sota,na,na
https://github.com/Mrezvan94/Harassment-Corpus,Harassment-Corpus,arxiv,na,na
https://github.com/uclaml/Padam,Padam,sota,na,na
https://github.com/caffe2/models/tree/master/style_transfer/darkmatter_b,style_transfer/darkmatter_b,na,model-zoo,na
https://github.com/DartML/SteinGAN,Please email Dilin Wang for the updated implementation.,arxiv,na,na
https://github.com/Mehran-k/RelNN,Summary,arxiv,na,na
https://github.com/sbelharbi/learning-class-invariant-features,Neural Networks Regularization Through Class-wise Invariant Representation Learning.,arxiv,na,na
https://github.com/aztecman/100_DAYS_OF_ML,100 DAYS OF ML,sota,na,na
https://github.com/FakeNewsChallenge/fnc-1-baseline,Baseline FNC implementation,arxiv,na,na
https://github.com/js3611/Deep-MRI-Reconstruction,Deep Cascade of Convolutional Neural Networks and Convolutioanl Recurrent Nerual Networks for MR Image Reconstruction,arxiv,na,na
https://github.com/mks0601/3DMPPE_ROOTNET_RELEASE,"RootNet of ""Camera Distance-aware Top-down Approach for 3D Multi-person Pose Estimation from a Single RGB Image""",sota,na,na
https://github.com/danielamassiceti/CCA-visualdialogue,CCA for Visual Dialogue,sota,na,na
https://github.com/pmm09c/ntire-dehazing,Feature Forwarding for Efficient Single Image Dehazing,sota,na,na
https://github.com/mvallieres/radiomics,|   |     /\     |    \     |     /    \   | \  / |    |     /   \   /  |,arxiv,na,na
https://github.com/JavierAntoran/moby_dick,moby-dick Whale Detection,sota,na,na
https://github.com/seominseok0429/modu-deep-pytorch-practice,End-to-end Video-level Representation Learning forAction Recognition 리뷰,sota,na,na
https://github.com/harvardnlp/im2markup,im2markup,sota,na,na
https://github.com/zyxcambridge/openpose_all,openpose_all,sota,na,na
https://github.com/biometry/GDF,GDF,arxiv,na,na
https://github.com/niitsuma/Racket-miniKanren,Racket-miniKanren,arxiv,na,na
https://github.com/smdYe/FC-DenseNet-Keras,Introduction,sota,na,na
https://github.com/edouardoyallon/scalingscattering,Scaling The Scattering Transform : Deep Hybrid Networks,arxiv,na,na
https://github.com/Tetrachrome/subpixel,subpixel: A subpixel convolutional neural network implementation with Tensorflow,arxiv,na,na
https://github.com/opplieam/Pong-Deep-RL,AI vs Pong - Deep Reinforcement Learning,sota,na,na
https://github.com/zhunzhong07/CamStyle,Camera Style Adaptation for Person Re-identification,sota,na,na
https://github.com/yuqj1990/caffe_deeplearning_train,SSD: Single Shot MultiBox Detector,sota,na,na
https://github.com/jtiger958/cyclegan-pytorch,cyclegan-pytorch,sota,na,na
https://github.com/patHutchings/TCN,Sequence Modeling Benchmarks and Temporal Convolutional Networks (TCN),sota,na,na
https://github.com/keras-team/keras/blob/master/examples/cifar10_resnet.py,#Trains a ResNet on the CIFAR10 dataset.,na,model-zoo,na
https://github.com/huangleiBuaa/DecorrelatedBN,Decorrelated Batch Normalization,sota,na,na
https://github.com/caffe2/models/tree/master/style_transfer/whale_d,style_transfer/whale_d,na,model-zoo,na
https://github.com/Lukasz-G/Hydra,Hydra,sota,na,na
https://github.com/natanielruiz/deep-head-pose,Hopenet,arxiv,na,na
https://github.com/dukeboard/kevoree-genetic,kevoree-genetic,arxiv,na,na
